file,subject,session,begin_time,end_time,low_freq,high_freq,duration,delta_duration,max_freq,pfc_avg_slope,avg_entropy,agg_entropy,snr,ioi,ioi_2,delta_voice_freq,delta_voice_inflexion,delta_voice_entropy,delta_time_1,delta_time_2,delta_time_3,delta_time_4,max_freq_1,max_freq_2,max_freq_3,max_freq_4,pfc_avg_slope_1,pfc_avg_slope_2,pfc_avg_slope_3,pfc_avg_slope_4,avg_entropy_1,avg_entropy_2,avg_entropy_3,avg_entropy_4,pc_duration,pc_voice_freq,pc_voice_inflexion,pc_voice_entropy
Riet MZ06,Riet,2,92.1713,93.2189,27.523,1410.55,1.0476,0.07250000000000012,166.992,0,7.304,7.924,20.22,2.2674999999999983,0.07250000000000012,-515.625,-0.566,-0.19700000000000006,0.6709,0.5359,0.4754,0.8018,120.117,653.32,697.266,703.125,0.036,0.126,1.232,0.749,7.248,7.577,7.67,7.5,7.435134857963297,-75.53650143491886,-100,-2.6263164911345163
Riet MZ06,Riet,2,102.47,103.1408,20.642,1369.266,0.6709,-0.37670000000000003,120.117,0.036,7.248,7.675,20.23,10.298699999999997,-0.37670000000000003,-46.874999999999986,0.036,-0.05600000000000005,0.5359,0.4754,0.8018,1.1262,653.32,697.266,703.125,665.039,0.126,1.232,0.749,0.397,7.577,7.67,7.5,7.462,-35.958381061473844,-28.07020695602184,NA,-0.7667031763417312
Riet MZ06,Riet,2,108.9286,109.4645,20.642,1665.138,0.5359,-0.135,653.32,0.126,7.577,7.945,19.74,6.458600000000004,-0.135,533.2030000000001,0.09,0.32899999999999974,0.4754,0.8018,1.1262,0.9851,697.266,703.125,665.039,547.852,1.232,0.749,0.397,0.532,7.67,7.5,7.462,7.547,-20.122223878372335,443.9030278811493,250,4.539183222958053
Riet MZ06,Riet,2,109.8574,110.3329,20.642,1699.541,0.4754,-0.060500000000000054,697.266,1.232,7.67,8.166,21.95,0.9287999999999954,-0.060500000000000054,43.94599999999991,1.1059999999999999,0.09299999999999997,0.8018,1.1262,0.9851,0.3808,703.125,665.039,547.852,143.555,0.749,0.397,0.532,-0.047,7.5,7.462,7.547,7.846,-11.289419667848488,6.726565848282603,877.7777777777777,1.2273987066121153
Riet MZ06,Riet,2,116.5996,117.4015,20.642,1699.541,0.8018,0.32639999999999997,703.125,0.749,7.5,8,21.21,6.742199999999997,0.32639999999999997,5.859000000000037,-0.483,-0.16999999999999993,1.1262,0.9851,0.3808,0.7474,665.039,547.852,143.555,632.812,0.397,0.532,-0.047,0.688,7.462,7.547,7.846,7.594,68.65797223390828,0.8402819010248653,-39.20454545454545,-2.2164276401564527
Riet MZ06,Riet,2,118.6169,119.7431,27.523,1699.541,1.1262,0.32440000000000013,665.039,0.397,7.462,8.006,22.62,2.017300000000006,0.32440000000000013,-38.08600000000001,-0.352,-0.038000000000000256,0.9851,0.3808,0.7474,0.558,547.852,143.555,632.812,597.656,0.532,-0.047,0.688,0.781,7.547,7.846,7.594,7.865,40.458967323522096,-5.416675555555557,-46.99599465954606,-0.5066666666666702
Riet MZ06,Riet,2,123.0545,124.0396,20.642,2305.046,0.9851,-0.14110000000000011,547.852,0.532,7.547,8.056,25.87,4.437600000000003,-0.14110000000000011,-117.18700000000001,0.135,0.08499999999999996,0.3808,0.7474,0.558,0.9207,143.555,632.812,597.656,644.531,-0.047,0.688,0.781,0.601,7.846,7.594,7.865,7.781,-12.528858106908197,-17.621071846914244,34.005037783375315,1.1391047976413826
Riet MZ06,Riet,2,132.0024,132.3832,20.642,1871.56,0.3808,-0.6043,143.555,-0.047,7.846,8.447,19.63,8.94789999999999,-0.6043,-404.29699999999997,-0.5790000000000001,0.2990000000000004,0.7474,0.558,0.9207,1.237,632.812,597.656,644.531,673.828,0.688,0.781,0.601,0.461,7.594,7.865,7.781,7.556,-61.34402598720941,-73.7967553280813,-108.83458646616542,3.961839141380686
Riet MZ06,Riet,2,135.3244,136.0718,20.642,1713.303,0.7474,0.3665999999999999,632.812,0.688,7.594,8.112,23.1,3.3220000000000027,0.3665999999999999,489.257,0.735,-0.2519999999999998,0.558,0.9207,1.237,0.3304,597.656,644.531,673.828,714.844,0.781,0.601,0.461,2.208,7.865,7.781,7.556,7.67,96.27100840336131,340.815018633973,-1563.8297872340424,-3.2118276828957404
Riet MZ06,Riet,2,142.0916,142.6497,20.642,1988.532,0.558,-0.1893999999999999,597.656,0.781,7.865,8.393,25.11,6.7672000000000025,-0.1893999999999999,-35.15600000000006,0.09300000000000008,0.2709999999999999,0.9207,1.237,0.3304,0.4976,644.531,673.828,714.844,164.062,0.601,0.461,2.208,0.193,7.781,7.556,7.67,7.478,-25.34118276692533,-5.55552043892974,13.51744186046513,3.5686067948380287
Riet MZ06,Riet,2,147.9612,148.8819,34.404,1713.303,0.9207,0.3626999999999999,644.531,0.601,7.781,8.22,21.25,5.869599999999991,0.3626999999999999,46.875,-0.18000000000000005,-0.08400000000000052,1.237,0.3304,0.4976,0.7978,673.828,714.844,164.062,688.477,0.461,2.208,0.193,0.835,7.556,7.67,7.478,7.601,64.99999999999999,7.843140535692774,-23.047375160051224,-1.068022886204711
Riet MZ06,Riet,2,150.9009,152.1378,27.523,1341.743,1.237,0.31630000000000014,673.828,0.461,7.556,7.966,19.45,2.939700000000016,0.31630000000000014,29.297000000000025,-0.13999999999999996,-0.22499999999999964,0.3304,0.4976,0.7978,0.8099,714.844,164.062,688.477,659.18,2.208,0.193,0.835,0.518,7.67,7.478,7.601,7.17,34.35429564461824,4.54547570248755,-23.294509151414303,-2.8916591697725185
Riet MZ06,Riet,2,159.2278,159.5582,27.523,1733.945,0.3304,-0.9066000000000001,714.844,2.208,7.67,8.223,21.67,8.326899999999995,-0.9066000000000001,41.016000000000076,1.747,0.11399999999999988,0.4976,0.7978,0.8099,0.8542,164.062,688.477,659.18,143.555,0.193,0.835,0.518,-1.06,7.478,7.601,7.17,7.23,-73.29021827000808,6.087013303098131,378.9587852494577,1.5087347803070392
Riet MZ06,Riet,2,163.4903,163.9879,13.761,1376.147,0.4976,0.16719999999999996,164.062,0.193,7.478,7.976,17.35,4.262499999999989,0.16719999999999996,-550.782,-2.015,-0.19200000000000017,0.7978,0.8099,0.8542,0.7273,688.477,659.18,143.555,667.969,0.835,0.518,-1.06,0.832,7.601,7.17,7.23,7.572,50.6053268765133,-77.04925829971295,-91.25905797101449,-2.503259452411997
Riet MZ06,Riet,2,171.6018,172.3996,27.523,1334.862,0.7978,0.30019999999999997,688.477,0.835,7.601,8.117,18.82,8.111500000000007,0.30019999999999997,524.415,0.6419999999999999,0.12300000000000022,0.8099,0.8542,0.7273,0.4513,659.18,143.555,667.969,641.602,0.518,-1.06,0.832,-0.047,7.17,7.23,7.572,7.744,60.32958199356913,319.6444027257987,332.6424870466321,1.6448248194704498
Riet MZ06,Riet,2,186.5083,187.3181,6.881,1314.22,0.8099,0.0121,659.18,0.518,7.17,7.756,21.92,14.906499999999994,0.0121,-29.297000000000025,-0.31699999999999995,-0.43100000000000005,0.8542,0.7273,0.4513,0.6729,143.555,667.969,641.602,571.289,-1.06,0.832,-0.047,0.684,7.23,7.572,7.744,7.673,1.516670844823264,-4.2553346008653925,-37.96407185628742,-5.670306538613341
Riet MZ06,Riet,2,193.6777,194.5318,20.642,1410.55,0.8542,0.044300000000000006,143.555,-1.06,7.23,7.634,20.22,7.169399999999996,0.044300000000000006,-515.625,-1.578,0.0600000000000005,0.7273,0.4513,0.6729,1.2853,667.969,641.602,571.289,641.602,0.832,-0.047,0.684,0.415,7.572,7.744,7.673,7.346,5.469811087788616,-78.22218513911223,-304.6332046332046,0.8368200836820152
Riet MZ06,Riet,2,200.1441,200.8714,13.761,1334.862,0.7273,-0.1269,667.969,0.832,7.572,8.266,20.1,6.4664000000000215,-0.1269,524.414,1.892,0.34199999999999964,0.4513,0.6729,1.2853,0.6507,641.602,571.289,641.602,140.625,-0.047,0.684,0.415,0.073,7.744,7.673,7.346,7.1,-14.856005619292908,365.30528368917834,-178.49056603773585,4.73029045643153
Riet MZ06,Riet,2,201.4805,201.9318,13.761,1431.193,0.4513,-0.27599999999999997,641.602,-0.047,7.744,8.296,21.38,1.3363999999999976,-0.27599999999999997,-26.367000000000075,-0.879,0.1719999999999997,0.6729,1.2853,0.6507,1.6782,571.289,641.602,140.625,594.727,0.684,0.415,0.073,0.306,7.673,7.346,7.1,7.262,-37.948576928365185,-3.9473388735106076,-105.64903846153845,2.271526677231903
Riet MZ06,Riet,2,208.3044,208.9772,20.642,1389.908,0.6729,0.22160000000000007,571.289,0.684,7.673,8.204,19.06,6.8238999999999805,0.22160000000000007,-70.31299999999999,0.7310000000000001,-0.07099999999999973,1.2853,0.6507,1.6782,0.7132,641.602,140.625,594.727,694.336,0.415,0.073,0.306,0.851,7.346,7.1,7.262,7.624,49.10259251052517,-10.958974566787509,-1555.3191489361704,-0.9168388429752032
Riet MZ06,Riet,2,209.5415,210.8268,13.761,1383.028,1.2853,0.61240000000000006,641.602,0.415,7.346,7.936,20.4,1.2371000000000265,0.61240000000000006,70.31299999999999,-0.2690000000000001,-0.32699999999999996,0.6507,1.6782,0.7132,0.2357,140.625,594.727,694.336,1186.523,0.073,0.306,0.851,0.37,7.1,7.262,7.624,7.484,91.00906524000595,12.307781175552126,-39.32748538011697,-4.261696859116382
Riet MZ06,Riet,2,218.638,219.2887,27.523,1369.266,0.6507,-0.6346000000000002,140.625,0.073,7.1,7.496,17.83,9.096499999999992,-0.6346000000000002,-500.977,-0.34199999999999997,-0.24600000000000044,1.6782,0.7132,0.2357,0.7776,594.727,694.336,1186.523,624.023,0.306,0.851,0.37,-0.008,7.262,7.624,7.484,7.616,-49.37368707694703,-78.08220672628826,-82.40963855421687,-3.3487612306016943
Riet MZ06,Riet,2,219.8213,221.4995,20.642,1348.624,1.6782,1.0274999999999999,594.727,0.306,7.262,8.007,20.71,1.1833000000000027,1.0274999999999999,454.102,0.23299999999999998,0.16199999999999992,0.7132,0.2357,0.7776,0.3949,694.336,1186.523,624.023,694.336,0.851,0.37,-0.008,0.092,7.624,7.484,7.616,7.677,157.90686952512678,322.91697777777773,319.1780821917808,2.2816901408450696
Riet MZ06,Riet,2,228.0353,228.7484,13.761,1396.789,0.7132,-0.965,694.336,0.851,7.624,8.138,20.04,8.213999999999999,-0.965,99.60900000000004,0.5449999999999999,0.3620000000000001,0.2357,0.7776,0.3949,0.546,1186.523,624.023,694.336,541.992,0.37,-0.008,0.092,-0.055,7.484,7.616,7.677,7.676,-57.502085567870346,16.74869309784154,178.1045751633987,4.984852657670065
Riet MZ06,Riet,2,230.0003,230.236,20.642,1376.147,0.2357,-0.4774999999999999,1186.523,0.37,7.484,7.951,18.51,1.9650000000000034,-0.4774999999999999,492.1869999999999,-0.481,-0.13999999999999968,0.7776,0.3949,0.546,0.8361,624.023,694.336,541.992,670.898,-0.008,0.092,-0.055,0.713,7.616,7.677,7.676,7.713,-66.95176668536175,70.88599755737854,-56.52173913043478,-1.8363064008394503
Riet MZ06,Riet,2,230.7963,231.5739,20.642,1376.147,0.7776,0.5418999999999999,624.023,-0.008,7.616,8.019,20.65,0.7959999999999923,0.5418999999999999,-562.4999999999999,-0.378,0.13199999999999967,0.3949,0.546,0.8361,0.5439,694.336,541.992,670.898,169.922,0.092,-0.055,0.713,-0.868,7.677,7.676,7.713,7.472,229.91090369113277,-47.407424887676,-102.16216216216216,1.7637626937466553
Riet MZ06,Riet,2,242.0952,242.4901,27.523,1444.954,0.3949,-0.3827,694.336,0.092,7.677,8.137,19.08,11.298900000000003,-0.3827,70.31299999999999,0.1,0.06099999999999994,0.546,0.8361,0.5439,0.4211,541.992,670.898,169.922,594.727,-0.055,0.713,-0.868,0.007,7.676,7.713,7.472,7.604,-49.21553497942387,11.267693658727321,-1250,0.8009453781512598
Riet MZ06,Riet,2,242.9303,243.4763,27.523,1438.073,0.546,0.15110000000000007,541.992,-0.055,7.676,8.014,21.26,0.8350999999999829,0.15110000000000007,-152.34400000000005,-0.147,-9.999999999994458e-4,0.8361,0.5439,0.4211,0.5681,670.898,169.922,594.727,650.391,0.713,-0.868,0.007,0.816,7.713,7.472,7.604,7.744,38.26285135477338,-21.94096230067288,-159.7826086956522,-0.013025921583944845
Riet MZ06,Riet,2,244.4981,245.3341,6.881,1376.147,0.8361,0.2900999999999999,670.898,0.713,7.713,8.186,19.04,1.5678000000000054,0.2900999999999999,128.90600000000006,0.768,0.03699999999999992,0.5439,0.4211,0.5681,1.098,169.922,594.727,650.391,650.391,-0.868,0.007,0.816,0.345,7.472,7.604,7.744,7.547,53.13186813186811,23.78374588554814,-1396.3636363636365,0.4820218863991652
Riet MZ06,Riet,2,250.4599,251.0038,20.642,1383.028,0.5439,-0.2921999999999999,169.922,-0.868,7.472,7.971,20.73,5.961800000000011,-0.2921999999999999,-500.976,-1.581,-0.24099999999999966,0.4211,0.5681,1.098,0.5722,594.727,650.391,650.391,673.828,0.007,0.816,0.345,0.782,7.604,7.744,7.547,7.622,-34.947972730534616,-74.67245393487534,-221.73913043478262,-3.124594839880716
Riet MZ06,Riet,2,251.028,251.449,34.404,1383.028,0.4211,-0.12280000000000008,594.727,0.007,7.604,7.941,19.02,0.568099999999987,-0.12280000000000008,424.80499999999995,0.875,0.13199999999999967,0.5681,1.098,0.5722,0.4593,650.391,650.391,673.828,665.039,0.816,0.345,0.782,-0.229,7.744,7.547,7.622,7.573,-22.577679720536874,249.99999999999994,-100.80645161290323,1.7665952890792247
Riet MZ06,Riet,2,251.6917,252.2598,13.761,1383.028,0.5681,0.14700000000000008,650.391,0.816,7.744,8.114,18.72,0.6637000000000057,0.14700000000000008,55.66399999999999,0.8089999999999999,0.13999999999999968,1.098,0.5722,0.4593,0.9932,650.391,673.828,665.039,659.18,0.345,0.782,-0.229,0.543,7.547,7.622,7.573,7.554,34.908572785561645,9.359588517084308,11557.142857142855,1.8411362440820578
Riet MZ06,Riet,2,258.7279,259.8259,6.881,1403.67,1.098,0.5299,650.391,0.345,7.547,8.034,18.33,7.03619999999998,0.5299,0,-0.471,-0.19700000000000006,0.5722,0.4593,0.9932,1.4525,673.828,665.039,659.18,615.234,0.782,-0.229,0.543,-0.037,7.622,7.573,7.554,7.291,93.27583171976764,0,-57.72058823529412,-2.543904958677687
Riet MZ06,Riet,2,260.2277,260.7998,13.761,1403.67,0.5722,-0.5258,673.828,0.782,7.622,7.915,20.26,1.4998000000000502,-0.5258,23.437000000000012,0.43700000000000006,0.07500000000000018,0.4593,0.9932,1.4525,1.5432,665.039,659.18,615.234,650.391,-0.229,0.543,-0.037,0.252,7.573,7.554,7.291,7.56,-47.88706739526412,3.603524649018823,126.66666666666669,0.9937723598780996
Riet MZ06,Riet,2,261.1031,261.5625,41.284,1376.147,0.4593,-0.11290000000000006,665.039,-0.229,7.573,7.901,19.46,0.8753999999999564,-0.11290000000000006,-8.788999999999987,-1.0110000000000001,-0.04899999999999949,0.9932,1.4525,1.5432,0.3344,659.18,615.234,650.391,720.703,0.543,-0.037,0.252,0.009,7.554,7.291,7.56,7.832,-19.730863334498437,-1.3043387926889336,-129.2838874680307,-0.6428758855943255
Riet MZ06,Riet,2,267.4622,268.4554,34.404,1417.431,0.9932,0.5339,659.18,0.543,7.554,8.175,19.86,6.359100000000012,0.5339,-5.859000000000037,0.772,-0.019000000000000128,1.4525,1.5432,0.3344,0.9086,615.234,650.391,720.703,609.375,-0.037,0.252,0.009,0.557,7.291,7.56,7.832,7.544,116.24210755497498,-0.8810009638532533,-337.117903930131,-0.2508913244420986
Riet MZ06,Riet,2,271.7786,273.2311,27.523,1396.789,1.4525,0.45929999999999993,615.234,-0.037,7.291,7.611,19.04,4.316399999999987,0.45929999999999993,-43.94599999999991,-0.5800000000000001,-0.2629999999999999,1.5432,0.3344,0.9086,1.0456,650.391,720.703,609.375,644.531,0.252,0.009,0.557,0.037,7.56,7.832,7.544,7.605,46.24446234393878,-6.666767802421177,-106.81399631675876,-3.4815991527667447
Riet MZ06,Riet,2,279.1043,280.6475,20.642,1403.67,1.5432,0.0907,650.391,0.252,7.56,8.024,19.34,7.32570000000004,0.0907,35.156999999999925,0.289,0.26899999999999924,0.3344,0.9086,1.0456,1.0758,720.703,609.375,644.531,618.164,0.009,0.557,0.037,-0.442,7.832,7.544,7.605,7.786,6.244406196213426,5.71441110211723,-781.081081081081,3.6894801810451137
Riet MZ06,Riet,2,281.1402,281.4746,27.523,1417.431,0.3344,-1.2087999999999999,720.703,0.009,7.832,8.174,18.99,2.0358999999999696,-1.2087999999999999,70.31200000000001,-0.243,0.27200000000000024,0.9086,1.0456,1.0758,0.282,609.375,644.531,618.164,137.695,0.557,0.037,-0.442,-0.393,7.544,7.605,7.786,7.559,-78.33074131674442,10.81072770072157,-96.42857142857143,3.5978835978836012
Riet MZ06,Riet,2,292.6645,293.5731,27.523,1651.376,0.9086,0.5742,609.375,0.557,7.544,8.169,25.95,11.524299999999982,0.5742,-111.32799999999997,0.548,-0.28800000000000026,1.0456,1.0758,0.282,1.1705,644.531,618.164,137.695,703.125,0.037,-0.442,-0.393,0.512,7.605,7.786,7.559,7.567,171.71052631578948,-15.44713980654999,6088.88888888889,-3.677221654749748
Riet MZ06,Riet,2,301.5778,302.6233,6.881,1837.156,1.0456,0.13700000000000012,644.531,0.037,7.605,8.066,24.18,8.91330000000005,0.13700000000000012,35.15599999999995,-0.52,0.06100000000000083,1.0758,0.282,1.1705,1.1826,618.164,137.695,703.125,659.18,-0.442,-0.393,0.512,0.093,7.786,7.559,7.567,7.583,15.07814219678628,5.7691897435897355,-93.3572710951526,0.8085896076352178
Riet MZ06,Riet,2,308.6528,309.7286,13.761,1438.073,1.0758,0.030200000000000005,618.164,-0.442,7.786,8.298,20.37,7.074999999999989,0.030200000000000005,-26.366999999999962,-0.479,0.18099999999999916,0.282,1.1705,1.1826,1.0637,137.695,703.125,659.18,706.055,-0.393,0.512,0.093,0.425,7.559,7.567,7.583,7.488,2.8882938026013774,-4.090881586766185,-1294.5945945945946,2.3800131492439074
Riet MZ06,Riet,2,310.2127,310.4947,34.404,1465.596,0.282,-0.7938000000000001,137.695,-0.393,7.559,8.033,22.19,1.5598999999999705,-0.7938000000000001,-480.469,0.04899999999999999,-0.22699999999999942,1.1705,1.1826,1.0637,1.3417,703.125,659.18,706.055,662.109,0.512,0.093,0.425,0.32,7.567,7.583,7.488,7.181,-73.78694924707195,-77.72516678421908,-11.08597285067873,-2.9154893398407324
Riet MZ06,Riet,2,315.2408,316.4113,13.761,1369.266,1.1705,0.8885000000000001,703.125,0.512,7.567,8.139,25.59,5.028099999999995,0.8885000000000001,565.4300000000001,0.905,0.008000000000000007,1.1826,1.0637,1.3417,0.9126,659.18,706.055,662.109,606.445,0.093,0.425,0.32,0.475,7.583,7.488,7.181,7.28,315.07092198581563,410.6394567703984,-230.27989821882952,0.10583410504034935
Riet MZ06,Riet,2,322.9763,324.1589,20.642,1403.67,1.1826,0.0121,659.18,0.093,7.583,8.038,21.29,7.735500000000002,0.0121,-43.94500000000005,-0.41900000000000004,0.016000000000000014,1.0637,1.3417,0.9126,0.3425,706.055,662.109,606.445,644.531,0.425,0.32,0.475,-0.083,7.488,7.181,7.28,7.65,1.0337462622810762,-6.249955555555562,-81.83593750000001,0.2114444297608037
Riet MZ06,Riet,2,324.5396,325.6033,13.761,1403.67,1.0637,-0.1189,706.055,0.425,7.488,7.916,20.46,1.5633000000000266,-0.1189,46.875,0.33199999999999996,-0.09499999999999975,1.3417,0.9126,0.3425,0.9267,662.109,606.445,644.531,723.633,0.32,0.475,-0.083,0.653,7.181,7.28,7.65,7.669,-10.054118044985625,7.1111077399192935,356.9892473118279,-1.2528023209811388
Riet MZ06,Riet,2,343.5807,344.9225,20.642,1383.028,1.3417,0.2779999999999998,662.109,0.32,7.181,7.65,20.88,19.04109999999997,0.2779999999999998,-43.94599999999991,-0.10499999999999998,-0.3070000000000004,0.9126,0.3425,0.9267,1.1443,606.445,644.531,723.633,641.602,0.475,-0.083,0.653,-0.206,7.28,7.65,7.669,7.282,26.135188492996125,-6.224161007286956,-24.70588235294117,-4.099893162393167
Riet MZ06,Riet,2,345.2324,346.145,27.523,1376.147,0.9126,-0.4290999999999999,606.445,0.475,7.28,7.663,19.8,1.6517000000000053,-0.4290999999999999,-55.66399999999999,0.15499999999999997,0.0990000000000002,0.3425,0.9267,1.1443,NA,644.531,723.633,641.602,NA,-0.083,0.653,-0.206,NA,7.65,7.669,7.282,NA,-31.981814116419464,-8.40707496801886,48.437499999999986,1.3786380726918284
Riet MZ06,Riet,2,346.6006,346.9431,20.642,1424.312,0.3425,-0.5700999999999999,644.531,-0.083,7.65,7.993,20.25,1.3682000000000016,-0.5700999999999999,38.0859999999999,-0.5579999999999999,0.3700000000000001,0.9267,1.1443,NA,NA,723.633,641.602,NA,NA,0.653,-0.206,NA,NA,7.669,7.282,NA,NA,-62.46986631602016,6.280206778850498,-117.4736842105263,5.082417582417584
Riet MZ06,Riet,2,353.1268,354.0535,41.284,1389.908,0.9267,0.5841999999999999,723.633,0.653,7.669,8.101,20.03,6.526200000000017,0.5841999999999999,79.10200000000009,0.736,0.01899999999999924,1.1443,NA,NA,NA,641.602,NA,NA,NA,-0.206,NA,NA,NA,7.282,NA,NA,NA,170.5693430656934,12.27279991187392,-886.7469879518072,0.2483660130718855
Riet MZ06,Riet,2,354.2733,355.4176,27.523,1403.67,1.1443,0.21760000000000013,641.602,-0.206,7.282,7.47,20.99,1.1465000000000032,0.21760000000000013,-82.03100000000006,-0.859,-0.38699999999999957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.481169742095624,-11.335994903493907,-131.5467075038285,-5.046290259486238
